Time (sec),Usl(m/s),Usg(m/s),Vf,bins,Freq.,PDF,Hl
2.44,0.05,0.047,0.0781,0,0,0,0.9219
2.445,0.05,0.047,0.0793,0,0,0,0.9207
2.45,0.05,0.047,0.0772,0,0,0,0.9228
2.455,0.05,0.047,0.0782,0,0,0,0.9218
2.46,0.05,0.047,0.0778,0,0,0,0.9222
2.465,0.05,0.047,0.0793,0,0,0,0.9207
2.47,0.05,0.047,0.0794,0,0,0,0.9206
2.475,0.05,0.047,0.0838,0,0,0,0.9162
2.48,0.05,0.047,0.0867,0,0,0,0.9133
2.485,0.05,0.047,0.0944,0,0,0,0.9056
2.49,0.05,0.047,0.0995,0,0,0,0.9005
2.495,0.05,0.047,0.1112,0,0,0,0.8888
2.5,0.05,0.047,0.124,0,0,0,0.876
2.505,0.05,0.047,0.1408,0,0,0,0.8592
2.51,0.05,0.047,0.1582,0,0,0,0.8418
2.515,0.05,0.047,0.1817,0,0,0,0.8183
2.52,0.05,0.047,0.2086,0,0,0,0.7914
2.525,0.05,0.047,0.2352,0,0,0,0.7648
2.53,0.05,0.047,0.261,0,0,0,0.739
2.535,0.05,0.047,0.2888,0,0,0,0.7112
2.54,0.05,0.047,0.316,0,0,0,0.684
2.545,0.05,0.047,0.3437,0,0,0,0.6563
2.55,0.05,0.047,0.3686,0,0,0,0.6314
2.555,0.05,0.047,0.3923,0,0,0,0.6077
2.56,0.05,0.047,0.4128,0,0,0,0.5872
2.565,0.05,0.047,0.4303,0,0,0,0.5697
2.57,0.05,0.047,0.4409,0,0,0,0.5591
2.575,0.05,0.047,0.4481,0,0,0,0.5519
2.58,0.05,0.047,0.4481,0,0,0,0.5519
2.585,0.05,0.047,0.4437,0,0,0,0.5563
2.59,0.05,0.047,0.4307,0,0,0,0.5693
2.595,0.05,0.047,0.4156,0,0,0,0.5844
2.6,0.05,0.047,0.3913,0,0,0,0.6087
2.605,0.05,0.047,0.3693,0,0,0,0.6307
2.61,0.05,0.047,0.3437,0,0,0,0.6563
2.615,0.05,0.047,0.3183,0,0,0,0.6817
2.62,0.05,0.047,0.2914,0,0,0,0.7086
2.625,0.05,0.047,0.267,0,0,0,0.733
2.63,0.05,0.047,0.2444,0,0,0,0.7556
2.635,0.05,0.047,0.2234,0,0,0,0.7766
2.64,0.05,0.047,0.2009,0,0,0,0.7991
2.645,0.05,0.047,0.1892,0,0,0,0.8108
2.65,0.05,0.047,0.1789,0,0,0,0.8211
2.655,0.05,0.047,0.1669,0,0,0,0.8331
2.66,0.05,0.047,0.1526,0,0,0,0.8474
2.665,0.05,0.047,0.1378,0,0,0,0.8622
2.67,0.05,0.047,0.1227,0,0,0,0.8773
2.675,0.05,0.047,0.1106,0,0,0,0.8894
2.68,0.05,0.047,0.0972,0,0,0,0.9028
2.685,0.05,0.047,0.09,0,0,0,0.91
2.69,0.05,0.047,0.0834,0,0,0,0.9166
2.695,0.05,0.047,0.0794,0,0,0,0.9206
2.7,0.05,0.047,0.0744,0,0,0,0.9256
2.705,0.05,0.047,0.0727,0,0,0,0.9273
2.71,0.05,0.047,0.0691,0,0,0,0.9309
2.715,0.05,0.047,0.067,0,0,0,0.933
2.72,0.05,0.047,0.065,0,0,0,0.935
2.725,0.05,0.047,0.0652,0,0,0,0.9348
2.73,0.05,0.047,0.0638,0,0,0,0.9362
2.735,0.05,0.047,0.0644,0,0,0,0.9356
2.74,0.05,0.047,0.0647,0,0,0,0.9353
2.745,0.05,0.047,0.0647,0,0,0,0.9353
2.75,0.05,0.047,0.0653,0,0,0,0.9347
2.755,0.05,0.047,0.0659,0,0,0,0.9341
2.76,0.05,0.047,0.0661,0,0,0,0.9339
2.765,0.05,0.047,0.0666,0,0,0,0.9334
2.77,0.05,0.047,0.067,0,0,0,0.933
2.775,0.05,0.047,0.0683,0,0,0,0.9317
2.78,0.05,0.047,0.0696,0,0,0,0.9304
2.785,0.05,0.047,0.0717,0,0,0,0.9283
2.79,0.05,0.047,0.0723,0,0,0,0.9277
2.795,0.05,0.047,0.075,0,0,0,0.925
2.8,0.05,0.047,0.0762,0,0,0,0.9238
2.805,0.05,0.047,0.0781,0,0,0,0.9219
2.81,0.05,0.047,0.0786,0,0,0,0.9214
2.815,0.05,0.047,0.081,0,0,0,0.919
2.82,0.05,0.047,0.0821,0,0,0,0.9179
2.825,0.05,0.047,0.0838,0,0,0,0.9162
2.83,0.05,0.047,0.0846,0,0,0,0.9154
2.835,0.05,0.047,0.0863,0,0,0,0.9137
2.84,0.05,0.047,0.0872,0,0,0,0.9128
2.845,0.05,0.047,0.089,0,0,0,0.911
2.85,0.05,0.047,0.091,0,0,0,0.909
2.855,0.05,0.047,0.0918,0,0,0,0.9082
2.86,0.05,0.047,0.0924,0,0,0,0.9076
2.865,0.05,0.047,0.0929,0,0,0,0.9071
2.87,0.05,0.047,0.0936,0,0,0,0.9064
2.875,0.05,0.047,0.0932,0,0,0,0.9068
2.88,0.05,0.047,0.0926,0,0,0,0.9074
2.885,0.05,0.047,0.0923,0,0,0,0.9077
2.89,0.05,0.047,0.0922,0,0,0,0.9078
2.895,0.05,0.047,0.0918,0,0,0,0.9082
2.9,0.05,0.047,0.0922,0,0,0,0.9078
2.905,0.05,0.047,0.0919,0,0,0,0.9081
2.91,0.05,0.047,0.0925,0,0,0,0.9075
2.915,0.05,0.047,0.0944,0,0,0,0.9056
2.92,0.05,0.047,0.0962,0,0,0,0.9038
2.925,0.05,0.047,0.0998,0,0,0,0.9002
2.93,0.05,0.047,0.1032,0,0,0,0.8968
2.935,0.05,0.047,0.105,0,0,0,0.895
2.94,0.05,0.047,0.1071,0,0,0,0.8929
2.945,0.05,0.047,0.1075,0,0,0,0.8925
2.95,0.05,0.047,0.1087,0,0,0,0.8913
2.955,0.05,0.047,0.1078,0,0,0,0.8922
2.96,0.05,0.047,0.1058,0,0,0,0.8942
2.965,0.05,0.047,0.1037,0,0,0,0.8963
2.97,0.05,0.047,0.1016,0,0,0,0.8984
2.975,0.05,0.047,0.0994,0,0,0,0.9006
2.98,0.05,0.047,0.0981,0,0,0,0.9019
2.985,0.05,0.047,0.0969,0,0,0,0.9031
2.99,0.05,0.047,0.097,0,0,0,0.903
2.995,0.05,0.047,0.0962,0,0,0,0.9038
3,0.05,0.047,0.096,0,0,0,0.904
3.005,0.05,0.047,0.0958,0,0,0,0.9042
3.01,0.05,0.047,0.0934,0,0,0,0.9066
3.015,0.05,0.047,0.0918,0,0,0,0.9082
3.02,0.05,0.047,0.0905,0,0,0,0.9095
3.025,0.05,0.047,0.09,0,0,0,0.91
3.03,0.05,0.047,0.0919,0,0,0,0.9081
3.035,0.05,0.047,0.0936,0,0,0,0.9064
3.04,0.05,0.047,0.0948,0,0,0,0.9052
3.045,0.05,0.047,0.0955,0,0,0,0.9045
3.05,0.05,0.047,0.0958,0,0,0,0.9042
3.055,0.05,0.047,0.095,0,0,0,0.905
3.06,0.05,0.047,0.0947,0,0,0,0.9053
3.065,0.05,0.047,0.0931,0,0,0,0.9069
3.07,0.05,0.047,0.0912,0,0,0,0.9088
3.075,0.05,0.047,0.0883,0,0,0,0.9117
3.08,0.05,0.047,0.0841,0,0,0,0.9159
3.085,0.05,0.047,0.0823,0,0,0,0.9177
3.09,0.05,0.047,0.0813,0,0,0,0.9187
3.095,0.05,0.047,0.0803,0,0,0,0.9197
3.1,0.05,0.047,0.0804,0,0,0,0.9196
3.105,0.05,0.047,0.0784,0,0,0,0.9216
3.11,0.05,0.047,0.0774,0,0,0,0.9226
3.115,0.05,0.047,0.077,0,0,0,0.923
3.12,0.05,0.047,0.0774,0,0,0,0.9226
3.125,0.05,0.047,0.0772,0,0,0,0.9228
3.13,0.05,0.047,0.0771,0,0,0,0.9229
3.135,0.05,0.047,0.0773,0,0,0,0.9227
3.14,0.05,0.047,0.0783,0,0,0,0.9217
3.145,0.05,0.047,0.0782,0,0,0,0.9218
3.15,0.05,0.047,0.0791,0,0,0,0.9209
3.155,0.05,0.047,0.079,0,0,0,0.921
3.16,0.05,0.047,0.0798,0,0,0,0.9202
3.165,0.05,0.047,0.0795,0,0,0,0.9205
3.17,0.05,0.047,0.0805,0,0,0,0.9195
3.175,0.05,0.047,0.08,0,0,0,0.92
3.18,0.05,0.047,0.0817,0,0,0,0.9183
3.185,0.05,0.047,0.0805,0,0,0,0.9195
3.19,0.05,0.047,0.0821,0,0,0,0.9179
3.195,0.05,0.047,0.0821,0,0,0,0.9179
3.2,0.05,0.047,0.084,0,0,0,0.916
3.205,0.05,0.047,0.0843,0,0,0,0.9157
3.21,0.05,0.047,0.0854,0,0,0,0.9146
3.215,0.05,0.047,0.0858,0,0,0,0.9142
3.22,0.05,0.047,0.0879,0,0,0,0.9121
3.225,0.05,0.047,0.0884,0,0,0,0.9116
3.23,0.05,0.047,0.0903,0,0,0,0.9097
3.235,0.05,0.047,0.0905,0,0,0,0.9095
3.24,0.05,0.047,0.093,0,0,0,0.907
3.245,0.05,0.047,0.0937,0,0,0,0.9063
3.25,0.05,0.047,0.095,0,0,0,0.905
3.255,0.05,0.047,0.0937,0,0,0,0.9063
3.26,0.05,0.047,0.0954,0,0,0,0.9046
3.265,0.05,0.047,0.0933,0,0,0,0.9067
3.27,0.05,0.047,0.0951,0,0,0,0.9049
3.275,0.05,0.047,0.094,0,0,0,0.906
3.28,0.05,0.047,0.0946,0,0,0,0.9054
3.285,0.05,0.047,0.0936,0,0,0,0.9064
3.29,0.05,0.047,0.0936,0,0,0,0.9064
3.295,0.05,0.047,0.0911,0,0,0,0.9089
3.3,0.05,0.047,0.0907,0,0,0,0.9093
3.305,0.05,0.047,0.0888,0,0,0,0.9112
3.31,0.05,0.047,0.0883,0,0,0,0.9117
3.315,0.05,0.047,0.0868,0,0,0,0.9132
3.32,0.05,0.047,0.086,0,0,0,0.914
3.325,0.05,0.047,0.085,0,0,0,0.915
3.33,0.05,0.047,0.0854,0,0,0,0.9146
3.335,0.05,0.047,0.0841,0,0,0,0.9159
3.34,0.05,0.047,0.0857,0,0,0,0.9143
3.345,0.05,0.047,0.0861,0,0,0,0.9139
3.35,0.05,0.047,0.0882,0,0,0,0.9118
3.355,0.05,0.047,0.0886,0,0,0,0.9114
3.36,0.05,0.047,0.0923,0,0,0,0.9077
3.365,0.05,0.047,0.0937,0,0,0,0.9063
3.37,0.05,0.047,0.0959,0,0,0,0.9041
3.375,0.05,0.047,0.0985,0,0,0,0.9015
3.38,0.05,0.047,0.103,0,0,0,0.897
3.385,0.05,0.047,0.1068,0,0,0,0.8932
3.39,0.05,0.047,0.1136,0,0,0,0.8864
3.395,0.05,0.047,0.1211,0,0,0,0.8789
3.4,0.05,0.047,0.1337,0,0,0,0.8663
3.405,0.05,0.047,0.1451,0,0,0,0.8549
3.41,0.05,0.047,0.1622,0,0,0,0.8378
3.415,0.05,0.047,0.1782,0,0,0,0.8218
3.42,0.05,0.047,0.2004,0,0,0,0.7996
3.425,0.05,0.047,0.2224,0,0,0,0.7776
3.43,0.05,0.047,0.2475,0,0,0,0.7525
3.435,0.05,0.047,0.2717,0,0,0,0.7283
3.44,0.05,0.047,0.3017,0,0,0,0.6983
3.445,0.05,0.047,0.3253,0,0,0,0.6747
3.45,0.05,0.047,0.3512,0,0,0,0.6488
3.455,0.05,0.047,0.3743,0,0,0,0.6257
3.46,0.05,0.047,0.4005,0,0,0,0.5995
3.465,0.05,0.047,0.4231,0,0,0,0.5769
3.47,0.05,0.047,0.4468,0,0,0,0.5532
3.475,0.05,0.047,0.4669,0,0,0,0.5331
3.48,0.05,0.047,0.4878,0,0,0,0.5122
3.485,0.05,0.047,0.4991,0,0,0,0.5009
3.49,0.05,0.047,0.508,0,0,0,0.492
3.495,0.05,0.047,0.5084,0,0,0,0.4916
3.5,0.05,0.047,0.5092,0,0,0,0.4908
3.505,0.05,0.047,0.5063,0,0,0,0.4937
3.51,0.05,0.047,0.5067,0,0,0,0.4933
3.515,0.05,0.047,0.5015,0,0,0,0.4985
3.52,0.05,0.047,0.4936,0,0,0,0.5064
3.525,0.05,0.047,0.4816,0,0,0,0.5184
3.53,0.05,0.047,0.4687,0,0,0,0.5313
3.535,0.05,0.047,0.4508,0,0,0,0.5492
3.54,0.05,0.047,0.4308,0,0,0,0.5692
3.545,0.05,0.047,0.4043,0,0,0,0.5957
3.55,0.05,0.047,0.3793,0,0,0,0.6207
3.555,0.05,0.047,0.3481,0,0,0,0.6519
3.56,0.05,0.047,0.3132,0,0,0,0.6868
3.565,0.05,0.047,0.2796,0,0,0,0.7204
3.57,0.05,0.047,0.2476,0,0,0,0.7524
3.575,0.05,0.047,0.2165,0,0,0,0.7835
3.58,0.05,0.047,0.1899,0,0,0,0.8101
3.585,0.05,0.047,0.1643,0,0,0,0.8357
3.59,0.05,0.047,0.1486,0,0,0,0.8514
3.595,0.05,0.047,0.133,0,0,0,0.867
3.6,0.05,0.047,0.1244,0,0,0,0.8756
3.605,0.05,0.047,0.1164,0,0,0,0.8836
3.61,0.05,0.047,0.1109,0,0,0,0.8891
3.615,0.05,0.047,0.1018,0,0,0,0.8982
3.62,0.05,0.047,0.0974,0,0,0,0.9026
3.625,0.05,0.047,0.093,0,0,0,0.907
3.63,0.05,0.047,0.0898,0,0,0,0.9102
3.635,0.05,0.047,0.086,0,0,0,0.914
3.64,0.05,0.047,0.0833,0,0,0,0.9167
3.645,0.05,0.047,0.078,0,0,0,0.922
3.65,0.05,0.047,0.0785,0,0,0,0.9215
3.655,0.05,0.047,0.0776,0,0,0,0.9224
3.66,0.05,0.047,0.0796,0,0,0,0.9204
3.665,0.05,0.047,0.0787,0,0,0,0.9213
3.67,0.05,0.047,0.0809,0,0,0,0.9191
3.675,0.05,0.047,0.0794,0,0,0,0.9206
3.68,0.05,0.047,0.0812,0,0,0,0.9188
3.685,0.05,0.047,0.0793,0,0,0,0.9207
3.69,0.05,0.047,0.0814,0,0,0,0.9186
3.695,0.05,0.047,0.0789,0,0,0,0.9211
3.7,0.05,0.047,0.0816,0,0,0,0.9184
3.705,0.05,0.047,0.0804,0,0,0,0.9196
3.71,0.05,0.047,0.0818,0,0,0,0.9182
3.715,0.05,0.047,0.0799,0,0,0,0.9201
3.72,0.05,0.047,0.0815,0,0,0,0.9185
3.725,0.05,0.047,0.0799,0,0,0,0.9201
3.73,0.05,0.047,0.0806,0,0,0,0.9194
3.735,0.05,0.047,0.0788,0,0,0,0.9212
3.74,0.05,0.047,0.0789,0,0,0,0.9211
3.745,0.05,0.047,0.0771,0,0,0,0.9229
3.75,0.05,0.047,0.0777,0,0,0,0.9223
3.755,0.05,0.047,0.0752,0,0,0,0.9248
3.76,0.05,0.047,0.0778,0,0,0,0.9222
3.765,0.05,0.047,0.0765,0,0,0,0.9235
3.77,0.05,0.047,0.0779,0,0,0,0.9221
3.775,0.05,0.047,0.0773,0,0,0,0.9227
3.78,0.05,0.047,0.0792,0,0,0,0.9208
3.785,0.05,0.047,0.0786,0,0,0,0.9214
3.79,0.05,0.047,0.0808,0,0,0,0.9192
3.795,0.05,0.047,0.0795,0,0,0,0.9205
3.8,0.05,0.047,0.0818,0,0,0,0.9182
3.805,0.05,0.047,0.0812,0,0,0,0.9188
3.81,0.05,0.047,0.0835,0,0,0,0.9165
3.815,0.05,0.047,0.0821,0,0,0,0.9179
3.82,0.05,0.047,0.0846,0,0,0,0.9154
3.825,0.05,0.047,0.0837,0,0,0,0.9163
3.83,0.05,0.047,0.0864,0,0,0,0.9136
3.835,0.05,0.047,0.0846,0,0,0,0.9154
3.84,0.05,0.047,0.0865,0,0,0,0.9135
3.845,0.05,0.047,0.0849,0,0,0,0.9151
3.85,0.05,0.047,0.0865,0,0,0,0.9135
3.855,0.05,0.047,0.0841,0,0,0,0.9159
3.86,0.05,0.047,0.0853,0,0,0,0.9147
3.865,0.05,0.047,0.0834,0,0,0,0.9166
3.87,0.05,0.047,0.0843,0,0,0,0.9157
3.875,0.05,0.047,0.0829,0,0,0,0.9171
3.88,0.05,0.047,0.0842,0,0,0,0.9158
3.885,0.05,0.047,0.0817,0,0,0,0.9183
3.89,0.05,0.047,0.0824,0,0,0,0.9176
3.895,0.05,0.047,0.0803,0,0,0,0.9197
3.9,0.05,0.047,0.081,0,0,0,0.919
3.905,0.05,0.047,0.08,0,0,0,0.92
3.91,0.05,0.047,0.0813,0,0,0,0.9187
3.915,0.05,0.047,0.0799,0,0,0,0.9201
3.92,0.05,0.047,0.0815,0,0,0,0.9185
3.925,0.05,0.047,0.0802,0,0,0,0.9198
3.93,0.05,0.047,0.0823,0,0,0,0.9177
3.935,0.05,0.047,0.0809,0,0,0,0.9191
3.94,0.05,0.047,0.0838,0,0,0,0.9162
3.945,0.05,0.047,0.0827,0,0,0,0.9173
3.95,0.05,0.047,0.0845,0,0,0,0.9155
3.955,0.05,0.047,0.0842,0,0,0,0.9158
3.96,0.05,0.047,0.0865,0,0,0,0.9135
3.965,0.05,0.047,0.0848,0,0,0,0.9152
3.97,0.05,0.047,0.0877,0,0,0,0.9123
3.975,0.05,0.047,0.0874,0,0,0,0.9126
3.98,0.05,0.047,0.0897,0,0,0,0.9103
3.985,0.05,0.047,0.0888,0,0,0,0.9112
3.99,0.05,0.047,0.0901,0,0,0,0.9099
3.995,0.05,0.047,0.0892,0,0,0,0.9108
4,0.05,0.047,0.0916,0,0,0,0.9084
4.005,0.05,0.047,0.0906,0,0,0,0.9094
4.01,0.05,0.047,0.0922,0,0,0,0.9078
4.015,0.05,0.047,0.0912,0,0,0,0.9088
4.02,0.05,0.047,0.0937,0,0,0,0.9063
4.025,0.05,0.047,0.0915,0,0,0,0.9085
4.03,0.05,0.047,0.0929,0,0,0,0.9071
4.035,0.05,0.047,0.091,0,0,0,0.909
4.04,0.05,0.047,0.0918,0,0,0,0.9082
4.045,0.05,0.047,0.0908,0,0,0,0.9092
4.05,0.05,0.047,0.0911,0,0,0,0.9089
4.055,0.05,0.047,0.0893,0,0,0,0.9107
4.06,0.05,0.047,0.0918,0,0,0,0.9082
4.065,0.05,0.047,0.0894,0,0,0,0.9106
4.07,0.05,0.047,0.089,0,0,0,0.911
4.075,0.05,0.047,0.0872,0,0,0,0.9128
4.08,0.05,0.047,0.0881,0,0,0,0.9119
4.085,0.05,0.047,0.0862,0,0,0,0.9138
4.09,0.05,0.047,0.0876,0,0,0,0.9124
4.095,0.05,0.047,0.0855,0,0,0,0.9145
4.1,0.05,0.047,0.0864,0,0,0,0.9136
4.105,0.05,0.047,0.0857,0,0,0,0.9143
4.11,0.05,0.047,0.0858,0,0,0,0.9142
4.115,0.05,0.047,0.0843,0,0,0,0.9157
4.12,0.05,0.047,0.086,0,0,0,0.914
4.125,0.05,0.047,0.0846,0,0,0,0.9154
4.13,0.05,0.047,0.0858,0,0,0,0.9142
4.135,0.05,0.047,0.0854,0,0,0,0.9146
4.14,0.05,0.047,0.0867,0,0,0,0.9133
4.145,0.05,0.047,0.0863,0,0,0,0.9137
4.15,0.05,0.047,0.0884,0,0,0,0.9116
4.155,0.05,0.047,0.0897,0,0,0,0.9103
4.16,0.05,0.047,0.0927,0,0,0,0.9073
4.165,0.05,0.047,0.0935,0,0,0,0.9065
4.17,0.05,0.047,0.0986,0,0,0,0.9014
4.175,0.05,0.047,0.1023,0,0,0,0.8977
4.18,0.05,0.047,0.1095,0,0,0,0.8905
4.185,0.05,0.047,0.1167,0,0,0,0.8833
4.19,0.05,0.047,0.1281,0,0,0,0.8719
4.195,0.05,0.047,0.1403,0,0,0,0.8597
4.2,0.05,0.047,0.158,0,0,0,0.842
4.205,0.05,0.047,0.1747,0,0,0,0.8253
4.21,0.05,0.047,0.1953,0,0,0,0.8047
4.215,0.05,0.047,0.217,0,0,0,0.783
4.22,0.05,0.047,0.243,0,0,0,0.757
4.225,0.05,0.047,0.2692,0,0,0,0.7308
4.23,0.05,0.047,0.299,0,0,0,0.701
4.235,0.05,0.047,0.3274,0,0,0,0.6726
4.24,0.05,0.047,0.3607,0,0,0,0.6393
4.245,0.05,0.047,0.3868,0,0,0,0.6132
4.25,0.05,0.047,0.4129,0,0,0,0.5871
4.255,0.05,0.047,0.4365,0,0,0,0.5635
4.26,0.05,0.047,0.4588,0,0,0,0.5412
4.265,0.05,0.047,0.4765,0,0,0,0.5235
4.27,0.05,0.047,0.4905,0,0,0,0.5095
4.275,0.05,0.047,0.4976,0,0,0,0.5024
4.28,0.05,0.047,0.5014,0,0,0,0.4986
4.285,0.05,0.047,0.496,0,0,0,0.504
4.29,0.05,0.047,0.4879,0,0,0,0.5121
4.295,0.05,0.047,0.4744,0,0,0,0.5256
4.3,0.05,0.047,0.4614,0,0,0,0.5386
4.305,0.05,0.047,0.4439,0,0,0,0.5561
4.31,0.05,0.047,0.4263,0,0,0,0.5737
4.315,0.05,0.047,0.408,0,0,0,0.592
4.32,0.05,0.047,0.3893,0,0,0,0.6107
4.325,0.05,0.047,0.3739,0,0,0,0.6261
4.33,0.05,0.047,0.3611,0,0,0,0.6389
4.335,0.05,0.047,0.3452,0,0,0,0.6548
4.34,0.05,0.047,0.3323,0,0,0,0.6677
4.345,0.05,0.047,0.3131,0,0,0,0.6869
4.35,0.05,0.047,0.2919,0,0,0,0.7081
4.355,0.05,0.047,0.2672,0,0,0,0.7328
4.36,0.05,0.047,0.2395,0,0,0,0.7605
4.365,0.05,0.047,0.2106,0,0,0,0.7894
4.37,0.05,0.047,0.1866,0,0,0,0.8134
4.375,0.05,0.047,0.1678,0,0,0,0.8322
4.38,0.05,0.047,0.1614,0,0,0,0.8386
4.385,0.05,0.047,0.1564,0,0,0,0.8436
4.39,0.05,0.047,0.1561,0,0,0,0.8439
4.395,0.05,0.047,0.1541,0,0,0,0.8459
4.4,0.05,0.047,0.1527,0,0,0,0.8473
4.405,0.05,0.047,0.1486,0,0,0,0.8514
4.41,0.05,0.047,0.1456,0,0,0,0.8544
4.415,0.05,0.047,0.1397,0,0,0,0.8603
4.42,0.05,0.047,0.1351,0,0,0,0.8649
4.425,0.05,0.047,0.1311,0,0,0,0.8689
4.43,0.05,0.047,0.1261,0,0,0,0.8739
4.435,0.05,0.047,0.1214,0,0,0,0.8786
4.44,0.05,0.047,0.116,0,0,0,0.884
4.445,0.05,0.047,0.1095,0,0,0,0.8905
4.45,0.05,0.047,0.106,0,0,0,0.894
4.455,0.05,0.047,0.1025,0,0,0,0.8975
4.46,0.05,0.047,0.101,0,0,0,0.899
4.465,0.05,0.047,0.0975,0,0,0,0.9025
4.47,0.05,0.047,0.0954,0,0,0,0.9046
4.475,0.05,0.047,0.0925,0,0,0,0.9075
4.48,0.05,0.047,0.0899,0,0,0,0.9101
4.485,0.05,0.047,0.0865,0,0,0,0.9135
4.49,0.05,0.047,0.0861,0,0,0,0.9139
4.495,0.05,0.047,0.0831,0,0,0,0.9169
4.5,0.05,0.047,0.0813,0,0,0,0.9187
4.505,0.05,0.047,0.0792,0,0,0,0.9208
4.51,0.05,0.047,0.0781,0,0,0,0.9219
4.515,0.05,0.047,0.0766,0,0,0,0.9234
4.52,0.05,0.047,0.0751,0,0,0,0.9249
4.525,0.05,0.047,0.0735,0,0,0,0.9265
4.53,0.05,0.047,0.0739,0,0,0,0.9261
4.535,0.05,0.047,0.0722,0,0,0,0.9278
4.54,0.05,0.047,0.0725,0,0,0,0.9275
4.545,0.05,0.047,0.0718,0,0,0,0.9282
4.55,0.05,0.047,0.0724,0,0,0,0.9276
4.555,0.05,0.047,0.0721,0,0,0,0.9279
4.56,0.05,0.047,0.0724,0,0,0,0.9276
4.565,0.05,0.047,0.072,0,0,0,0.928
4.57,0.05,0.047,0.0713,0,0,0,0.9287
4.575,0.05,0.047,0.0718,0,0,0,0.9282
4.58,0.05,0.047,0.0711,0,0,0,0.9289
4.585,0.05,0.047,0.0707,0,0,0,0.9293
4.59,0.05,0.047,0.0711,0,0,0,0.9289
4.595,0.05,0.047,0.0701,0,0,0,0.9299
4.6,0.05,0.047,0.0709,0,0,0,0.9291
4.605,0.05,0.047,0.0698,0,0,0,0.9302
4.61,0.05,0.047,0.07,0,0,0,0.93
4.615,0.05,0.047,0.0699,0,0,0,0.9301
4.62,0.05,0.047,0.0699,0,0,0,0.9301
4.625,0.05,0.047,0.0704,0,0,0,0.9296
4.63,0.05,0.047,0.0706,0,0,0,0.9294
4.635,0.05,0.047,0.0707,0,0,0,0.9293
4.64,0.05,0.047,0.0706,0,0,0,0.9294
4.645,0.05,0.047,0.0707,0,0,0,0.9293
4.65,0.05,0.047,0.0716,0,0,0,0.9284
4.655,0.05,0.047,0.0712,0,0,0,0.9288
4.66,0.05,0.047,0.0713,0,0,0,0.9287
4.665,0.05,0.047,0.0715,0,0,0,0.9285
4.67,0.05,0.047,0.0713,0,0,0,0.9287
4.675,0.05,0.047,0.0718,0,0,0,0.9282
4.68,0.05,0.047,0.0721,0,0,0,0.9279
4.685,0.05,0.047,0.0729,0,0,0,0.9271
4.69,0.05,0.047,0.0742,0,0,0,0.9258
4.695,0.05,0.047,0.0736,0,0,0,0.9264
4.7,0.05,0.047,0.0739,0,0,0,0.9261
4.705,0.05,0.047,0.0749,0,0,0,0.9251
4.71,0.05,0.047,0.0754,0,0,0,0.9246
4.715,0.05,0.047,0.0761,0,0,0,0.9239
4.72,0.05,0.047,0.0759,0,0,0,0.9241
4.725,0.05,0.047,0.0773,0,0,0,0.9227
4.73,0.05,0.047,0.0768,0,0,0,0.9232
4.735,0.05,0.047,0.0768,0,0,0,0.9232
4.74,0.05,0.047,0.0772,0,0,0,0.9228
4.745,0.05,0.047,0.0772,0,0,0,0.9228
4.75,0.05,0.047,0.0779,0,0,0,0.9221
4.755,0.05,0.047,0.0785,0,0,0,0.9215
4.76,0.05,0.047,0.0787,0,0,0,0.9213
4.765,0.05,0.047,0.0788,0,0,0,0.9212
4.77,0.05,0.047,0.0792,0,0,0,0.9208
4.775,0.05,0.047,0.0792,0,0,0,0.9208
4.78,0.05,0.047,0.0795,0,0,0,0.9205
4.785,0.05,0.047,0.0802,0,0,0,0.9198
4.79,0.05,0.047,0.081,0,0,0,0.919
4.795,0.05,0.047,0.0815,0,0,0,0.9185
4.8,0.05,0.047,0.082,0,0,0,0.918
4.805,0.05,0.047,0.0827,0,0,0,0.9173
4.81,0.05,0.047,0.0829,0,0,0,0.9171
4.815,0.05,0.047,0.0841,0,0,0,0.9159
4.82,0.05,0.047,0.0841,0,0,0,0.9159
4.825,0.05,0.047,0.0848,0,0,0,0.9152
4.83,0.05,0.047,0.0837,0,0,0,0.9163
4.835,0.05,0.047,0.0851,0,0,0,0.9149
4.84,0.05,0.047,0.0851,0,0,0,0.9149
4.845,0.05,0.047,0.0856,0,0,0,0.9144
4.85,0.05,0.047,0.0849,0,0,0,0.9151
4.855,0.05,0.047,0.0856,0,0,0,0.9144
4.86,0.05,0.047,0.0859,0,0,0,0.9141
4.865,0.05,0.047,0.0865,0,0,0,0.9135
4.87,0.05,0.047,0.086,0,0,0,0.914
4.875,0.05,0.047,0.0864,0,0,0,0.9136
4.88,0.05,0.047,0.0863,0,0,0,0.9137
4.885,0.05,0.047,0.0869,0,0,0,0.9131
4.89,0.05,0.047,0.0859,0,0,0,0.9141
4.895,0.05,0.047,0.0869,0,0,0,0.9131
4.9,0.05,0.047,0.0857,0,0,0,0.9143
4.905,0.05,0.047,0.0866,0,0,0,0.9134
4.91,0.05,0.047,0.086,0,0,0,0.914
4.915,0.05,0.047,0.0872,0,0,0,0.9128
4.92,0.05,0.047,0.0859,0,0,0,0.9141
4.925,0.05,0.047,0.0862,0,0,0,0.9138
4.93,0.05,0.047,0.0862,0,0,0,0.9138
4.935,0.05,0.047,0.0863,0,0,0,0.9137
4.94,0.05,0.047,0.0869,0,0,0,0.9131
4.945,0.05,0.047,0.0882,0,0,0,0.9118
